Date,Open,High,Low,Close,Adj Close,Volume
2019-07-18,297.190002,299.250000,296.700012,298.829987,291.813263,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,290.192230,58678600
2019-07-22,297.609985,298.500000,297.040009,297.899994,290.905060,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,292.985077,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,294.361969,47213200
2019-07-25,300.940002,301.000000,299.109985,300.000000,292.955780,55394100
2019-07-26,300.760010,302.230011,300.619995,302.010010,294.918549,45084100
2019-07-29,301.880005,302.010010,300.850006,301.459991,294.381470,38126500
2019-07-30,299.910004,301.170013,299.489990,300.720001,293.658875,45849000
2019-07-31,300.989990,301.200012,295.200012,297.429993,290.446136,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,287.916931,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,285.749084,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,277.155701,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,281.042236,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,281.208252,140572300
2019-08-08,289.619995,293.619995,289.010010,293.619995,286.725586,87713900
2019-08-09,292.579987,293.239990,289.649994,291.619995,284.772522,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,281.305939,62629500
2019-08-13,287.739990,294.149994,287.359985,292.549988,285.680695,94299800
2019-08-14,288.070007,288.739990,283.760010,283.899994,277.233795,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,277.966187,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,282.067596,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,285.465851,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,283.278473,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,285.583038,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,285.495148,51666400
2019-08-23,290.920013,292.760010,283.470001,284.850006,278.161499,149161500
2019-08-26,287.269989,288.000000,285.579987,288.000000,281.237549,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,280.134094,66668900
2019-08-28,286.140015,289.070007,285.250000,288.890015,282.106659,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,285.709991,57899400
2019-08-30,294.220001,294.239990,291.420013,292.450012,285.583038,62901200
2019-09-03,290.570007,291.579987,289.269989,290.739990,283.913177,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,287.135742,46887300
2019-09-05,296.790009,298.829987,294.000000,297.820007,290.826935,83258100
2019-09-06,298.170013,298.760010,297.420013,298.049988,291.051575,49584300
2019-09-09,299.140015,299.239990,297.160004,298.200012,291.198059,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,291.129669,57947100
2019-09-11,298.470001,300.339996,297.750000,300.250000,293.199890,68821100
2019-09-12,301.250000,302.459991,300.410004,301.290009,294.215515,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,294.020203,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,293.112000,58191200
2019-09-17,299.940002,301.019989,299.750000,300.920013,293.854187,41475500
2019-09-18,300.489990,301.220001,298.239990,301.100006,294.029938,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,294.010406,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,292.621277,89565000
2019-09-23,297.549988,299.000000,297.269989,298.209991,292.552582,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,290.257019,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,291.973816,71854000
2019-09-26,297.630005,297.859985,295.450012,297.000000,291.365570,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,289.795929,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,291.139923,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,287.676880,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,282.595184,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,284.910400,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,288.765839,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,287.519897,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,283.056244,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,285.744263,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,287.676880,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,290.659180,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,290.335480,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,293.209900,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,292.738983,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,293.602295,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,292.317139,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,294.298798,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,293.337402,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,294.190918,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,294.671631,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,295.878296,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,297.546021,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,297.457733,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,298.370117,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,297.575439,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,300.332184,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,301.538818,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,301.205261,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,301.273926,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,302.333466,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,303.079071,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,302.500244,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,303.137878,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,303.235992,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,303.677429,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,305.875000,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,306.100616,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,306.012299,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,304.874329,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,304.383789,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,305.060699,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,307.424988,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,308.121521,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,309.494995,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,308.347168,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,305.727844,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,303.677429,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,305.551208,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,306.100616,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,308.896515,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,307.925323,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,307.581940,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,308.455078,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,311.113647,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,311.300049,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,313.438690,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,313.507416,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,313.527008,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,314.812134,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,316.192352,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,316.675415,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,316.685272,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,318.371063,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,318.292175,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,316.537384,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,317.306335,57077300
